"COUNTRY","Country","ISC11A","ISCED-A 2011","SEX","Gender","AGE","Age","EDU_LFS_STATUS","Education and labour force status","INDICATOR","Indicator","MEASURE","Measure","YEAR","Reference year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FRA","France","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.26264358,,
"FRA","France","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.51847118,,
"FRA","France","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.73146045,,
"FRA","France","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.72985458,,
"FRA","France","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.49688664,,
"FRA","France","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.73177969,,
"FRA","France","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.67073423,,
"FRA","France","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","ED_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.5200001,,
"FRA","France","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","ED_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.73542148,,
"FRA","France","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","ED_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.73084933,,
"FRA","France","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","ED_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.49392745,,
"FRA","France","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","ED_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.72817755,,
"FRA","France","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","ED_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.66610533,,
"FRA","France","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","ED_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.06655663,,
"FRA","France","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","ED_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.11700878,,
"FRA","France","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","ED_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.0697725,,
"FRA","France","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","ED_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.09171987,,
"FRA","France","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","ED_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.13805805,,
"FRA","France","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","ED_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.12154762,,
"FRA","France","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","NE","Not in education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.50150871,,
"FRA","France","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","NE","Not in education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.71774071,,
"FRA","France","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","NE","Not in education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.69989622,,
"FRA","France","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","NE","Not in education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.52039373,,
"FRA","France","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","NE","Not in education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.75492734,,
"FRA","France","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","NE","Not in education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.71473527,,
"FRA","France","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","NE_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.33558536,,
"FRA","France","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","NE_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.43143076,,
"FRA","France","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","NE_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.50362307,,
"FRA","France","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","NE_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.51557398,,
"FRA","France","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","NE_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.72162002,,
"FRA","France","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","NE_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.72932911,,
"FRA","France","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.42981336,,
"FRA","France","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.63760251,,
"FRA","France","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.58068115,,
"FRA","France","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.41639203,,
"FRA","France","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.61441529,,
"FRA","France","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.56362528,,
"FRA","France","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.33142447,,
